frame,kind,id,x,y,w,h
10,FP,95,319.0,127.0,221.0,589.0
10,FP,53,501.0,437.0,52.0,644.0
11,FN,1,198.0,546.7,238.5,293.4
11,FN,3,485.0,467.6,306.1,349.5
11,FN,4,638.1,328.6,273.0,385.2
11,FN,5,1190.4,601.5,309.9,452.8
11,FN,6,372.8,139.8,213.0,278.1
11,FP,127,552.0,430.0,341.0,648.0
11,FP,95,334.0,130.0,206.0,561.0
11,FP,53,503.0,438.0,48.0,644.0
12,FN,1,198.0,546.7,238.5,293.4
12,FN,3,485.0,467.6,306.1,349.5
12,FN,4,638.1,328.6,273.0,385.2
12,FN,5,1190.4,601.5,309.9,452.8
12,FN,6,372.8,139.8,213.0,278.1
12,FP,127,551.0,434.0,336.0,645.0
12,FP,95,348.0,132.0,192.0,490.0
12,FP,53,503.0,439.0,46.0,643.0
13,FN,1,198.0,546.7,238.5,293.4
13,FN,3,485.0,467.6,306.1,349.5
13,FN,4,638.1,328.6,273.0,385.2
13,FN,5,1190.4,601.5,309.9,452.8
13,FN,6,372.8,139.8,213.0,278.1
13,FP,127,551.0,431.0,332.0,647.0
13,FP,95,350.0,133.0,195.0,510.0
13,FP,53,502.0,434.0,47.0,647.0
14,FN,1,198.0,546.7,238.5,293.4
14,FN,3,485.0,467.6,306.1,349.5
14,FN,4,638.1,328.6,273.0,385.2
14,FN,5,1190.4,601.5,309.9,452.8
14,FN,6,372.8,139.8,213.0,278.1
14,FP,127,549.0,433.0,339.0,646.0
14,FP,95,331.0,135.0,219.0,535.0
14,FP,53,502.0,436.0,45.0,645.0
15,FN,1,198.0,546.7,238.5,293.4
15,FN,3,485.0,467.6,306.1,349.5
15,FN,4,638.1,328.6,273.0,385.2
15,FN,5,1190.4,601.5,309.9,452.8
15,FN,6,372.8,139.8,213.0,278.1
15,FP,127,550.0,436.0,331.0,643.0
15,FP,95,310.0,137.0,241.0,535.0
15,FP,53,501.0,439.0,47.0,642.0
16,FN,1,198.0,546.7,238.5,293.4
16,FN,3,485.0,467.6,306.1,349.5
16,FN,4,638.1,328.6,273.0,385.2
16,FN,6,372.8,139.8,213.0,278.1
16,FP,127,549.0,438.0,322.0,641.0
16,FP,95,322.0,137.0,230.0,549.0
16,FP,53,501.0,440.0,46.0,641.0
16,FP,13,215.0,508.0,183.0,570.0
16,FP,13,398.0,508.0,137.0,570.0
17,FN,1,198.0,546.7,238.5,293.4
17,FN,3,485.0,467.6,306.1,349.5
17,FN,4,638.1,328.6,273.0,385.2
17,FN,6,372.8,139.8,213.0,278.1
17,FP,127,548.0,439.0,325.0,640.0
17,FP,95,339.0,137.0,220.0,492.0
17,FP,53,500.0,441.0,47.0,640.0
17,FP,13,222.0,514.0,286.0,563.0
18,FN,1,198.0,546.7,238.5,293.4
18,FN,3,485.0,467.6,306.1,349.5
18,FN,4,638.1,328.6,273.0,385.2
18,FN,6,372.8,139.8,213.0,278.1
18,FP,127,548.0,438.0,328.0,641.0
18,FP,95,344.0,137.0,218.0,470.0
18,FP,53,501.0,439.0,46.0,642.0
18,FP,13,221.0,525.0,242.0,552.0
18,FP,13,399.0,526.0,150.0,551.0
19,FN,1,198.0,546.7,238.5,293.4
19,FN,3,485.0,467.6,306.1,349.5
19,FN,4,638.1,328.6,273.0,385.2
19,FP,127,549.0,438.0,324.0,641.0
19,FP,53,504.0,439.0,44.0,641.0
19,FP,13,224.0,529.0,301.0,547.0
20,FN,1,198.0,546.7,238.5,293.4
20,FN,3,485.0,467.6,306.1,349.5
20,FN,4,638.1,328.6,273.0,385.2
20,FP,127,549.0,439.0,304.0,640.0
20,FP,53,503.0,440.0,45.0,640.0
21,FN,1,198.0,546.7,238.5,293.4
21,FN,3,485.0,467.6,306.1,349.5
21,FN,4,638.1,328.6,273.0,385.2
21,FP,127,549.0,439.0,340.0,639.0
21,FP,53,502.0,440.0,46.0,639.0
22,FN,1,198.0,546.7,238.5,293.4
22,FN,3,485.0,467.6,306.1,349.5
22,FN,4,638.1,328.6,273.0,385.2
22,FP,127,547.0,440.0,351.0,638.0
22,FP,53,502.0,441.0,44.0,638.0
23,FN,1,198.0,546.7,238.5,293.4
23,FN,3,485.0,467.6,306.1,349.5
23,FN,4,638.1,328.6,273.0,385.2
23,FN,6,372.8,139.8,213.0,278.1
23,FP,127,546.0,437.0,358.0,641.0
23,FP,95,393.0,132.0,128.0,442.0
23,FP,53,500.0,438.0,46.0,640.0
23,FP,1,517.0,132.0,80.0,448.0
24,FN,1,198.0,546.7,238.5,293.4
24,FN,3,485.0,467.6,306.1,349.5
24,FN,4,638.1,328.6,273.0,385.2
24,FN,6,372.8,139.8,213.0,278.1
24,FP,127,545.0,436.0,365.0,643.0
24,FP,95,396.0,130.0,126.0,464.0
24,FP,53,499.0,437.0,45.0,642.0
24,FP,1,522.0,130.0,89.0,472.0
25,FN,1,198.0,546.7,238.5,293.4
25,FN,3,485.0,467.6,306.1,349.5
25,FN,4,638.1,328.6,273.0,385.2
25,FN,6,372.8,139.8,213.0,278.1
25,FP,127,542.0,439.0,362.0,640.0
25,FP,95,419.0,129.0,110.0,474.0
25,FP,53,503.0,440.0,39.0,640.0
25,FP,1,531.0,129.0,98.0,481.0
26,FN,1,198.0,546.7,238.5,293.4
26,FN,3,485.0,467.6,306.1,349.5
26,FN,4,638.1,328.6,273.0,385.2
26,FN,6,428.9,114.8,204.1,270.4
26,FP,127,541.0,443.0,358.0,636.0
26,FP,95,442.0,129.0,101.0,498.0
26,FP,53,503.0,443.0,38.0,637.0
26,FP,1,544.0,129.0,100.0,506.0
26,FP,13,222.0,544.0,314.0,533.0
27,FN,1,198.0,546.7,238.5,293.4
27,FN,3,485.0,467.6,306.1,349.5
27,FN,4,638.1,328.6,273.0,385.2
27,FN,6,428.9,114.8,204.1,270.4
27,FP,127,540.0,440.0,367.0,639.0
27,FP,95,465.0,127.0,90.0,522.0
27,FP,53,500.0,441.0,40.0,638.0
27,FP,1,557.0,127.0,107.0,530.0
27,FP,13,218.0,548.0,320.0,530.0
28,FN,1,198.0,546.7,238.5,293.4
28,FN,3,485.0,467.6,306.1,349.5
28,FN,4,638.1,328.6,273.0,385.2
28,FN,6,481.2,130.1,228.3,280.6
28,FP,127,541.0,433.0,367.0,646.0
28,FP,95,486.0,123.0,79.0,527.0
28,FP,53,500.0,434.0,40.0,645.0
28,FP,1,567.0,123.0,116.0,534.0
28,FP,13,222.0,551.0,336.0,526.0
29,FN,1,198.0,546.7,238.5,293.4
29,FN,3,485.0,467.6,306.1,349.5
29,FN,4,638.1,328.6,273.0,385.2
29,FN,6,481.2,130.1,228.3,280.6
29,FP,127,540.0,437.0,370.0,642.0
29,FP,95,502.0,125.0,69.0,533.0
29,FP,53,499.0,437.0,40.0,642.0
29,FP,1,615.0,125.0,82.0,538.0
29,FP,13,220.0,551.0,348.0,526.0
29,FP,2,571.0,126.0,66.0,534.0
30,FN,1,198.0,546.7,238.5,293.4
30,FN,3,485.0,467.6,306.1,349.5
30,FN,4,638.1,328.6,273.0,385.2
30,FN,6,481.2,130.1,228.3,280.6
30,FP,127,540.0,440.0,369.0,639.0
30,FP,95,507.0,128.0,69.0,530.0
30,FP,53,499.0,440.0,40.0,639.0
30,FP,1,636.0,127.0,70.0,536.0
30,FP,13,223.0,554.0,349.0,523.0
30,FP,2,574.0,128.0,64.0,529.0
31,FN,1,198.0,546.7,238.5,293.4
31,FN,2,383.0,856.6,320.2,221.9
31,FN,3,485.0,467.6,306.1,349.5
31,FN,4,638.1,328.6,273.0,385.2
31,FN,6,481.2,130.1,228.3,280.6
31,FP,127,513.0,441.0,397.0,638.0
31,FP,95,506.0,132.0,73.0,518.0
31,FP,1,640.0,132.0,74.0,522.0
31,FP,13,218.0,551.0,344.0,526.0
31,FP,2,577.0,133.0,60.0,515.0
32,FN,1,198.0,546.7,238.5,293.4
32,FN,2,383.0,856.6,320.2,221.9
32,FN,3,485.0,467.6,306.1,349.5
32,FN,4,638.1,328.6,273.0,385.2
32,FN,6,481.2,130.1,228.3,280.6
32,FP,127,503.0,443.0,406.0,636.0
32,FP,95,506.0,143.0,74.0,476.0
32,FP,1,642.0,143.0,79.0,479.0
32,FP,13,328.0,552.0,232.0,525.0
32,FP,2,578.0,144.0,59.0,471.0
33,FN,1,198.0,546.7,238.5,293.4
33,FN,2,383.0,856.6,320.2,221.9
33,FN,3,485.0,467.6,306.1,349.5
33,FN,4,638.1,328.6,273.0,385.2
33,FN,6,481.2,130.1,228.3,280.6
33,FP,127,499.0,448.0,409.0,632.0
33,FP,95,507.0,154.0,74.0,529.0
33,FP,1,641.0,154.0,78.0,532.0
33,FP,13,373.0,555.0,171.0,522.0
33,FP,2,579.0,155.0,57.0,528.0
34,FN,1,198.0,546.7,238.5,293.4
34,FN,2,383.0,856.6,320.2,221.9
34,FN,3,485.0,467.6,306.1,349.5
34,FN,4,638.1,328.6,273.0,385.2
34,FN,6,481.2,130.1,228.3,280.6
34,FP,127,499.0,442.0,409.0,638.0
34,FP,95,506.0,167.0,75.0,509.0
34,FP,1,640.0,167.0,76.0,512.0
34,FP,13,384.0,557.0,150.0,518.0
34,FP,2,579.0,168.0,57.0,508.0
35,FN,1,198.0,546.7,238.5,293.4
35,FN,2,383.0,856.6,320.2,221.9
35,FN,3,485.0,467.6,306.1,349.5
35,FN,4,638.1,328.6,273.0,385.2
35,FN,5,1190.4,601.5,309.9,452.8
35,FN,6,481.2,130.1,228.3,280.6
35,FP,127,497.0,444.0,409.0,635.0
35,FP,95,503.0,183.0,77.0,475.0
35,FP,1,639.0,184.0,71.0,476.0
35,FP,2,579.0,185.0,56.0,472.0
36,FN,1,198.0,546.7,238.5,293.4
36,FN,3,485.0,467.6,306.1,349.5
36,FN,4,638.1,328.6,273.0,385.2
36,FN,5,1190.4,601.5,309.9,452.8
36,FN,6,481.2,130.1,228.3,280.6
36,FP,127,525.0,444.0,385.0,635.0
36,FP,95,502.0,189.0,78.0,467.0
36,FP,1,638.0,190.0,70.0,467.0
36,FP,2,579.0,191.0,56.0,464.0
36,FP,53,496.0,443.0,45.0,636.0
37,FN,1,198.0,546.7,238.5,293.4
37,FN,3,485.0,467.6,306.1,349.5
37,FN,4,638.1,328.6,273.0,385.2
37,FN,5,1190.4,601.5,309.9,452.8
37,FN,6,481.2,130.1,228.3,280.6
37,FP,127,536.0,444.0,378.0,635.0
37,FP,95,502.0,195.0,77.0,457.0
37,FP,2,578.0,196.0,85.0,455.0
37,FP,53,497.0,444.0,44.0,635.0
38,FN,1,198.0,546.7,238.5,293.4
38,FN,3,485.0,467.6,306.1,349.5
38,FN,4,638.1,328.6,273.0,385.2
38,FN,5,1190.4,601.5,309.9,452.8
38,FN,6,481.2,130.1,228.3,280.6
38,FP,127,541.0,443.0,371.0,635.0
38,FP,95,504.0,206.0,75.0,450.0
38,FP,2,579.0,207.0,96.0,448.0
38,FP,53,498.0,443.0,44.0,636.0
39,FN,1,198.0,546.7,238.5,293.4
39,FN,2,383.0,856.6,320.2,221.9
39,FN,3,485.0,467.6,306.1,349.5
39,FN,4,638.1,328.6,273.0,385.2
39,FN,5,1190.4,601.5,309.9,452.8
39,FN,6,481.2,130.1,228.3,280.6
39,FP,127,514.0,447.0,397.0,632.0
39,FP,95,503.0,212.0,77.0,467.0
39,FP,2,579.0,212.0,76.0,467.0
40,FN,1,198.0,546.7,238.5,293.4
40,FN,3,485.0,467.6,306.1,349.5
40,FN,4,638.1,328.6,273.0,385.2
40,FN,5,1190.4,601.5,309.9,452.8
40,FN,6,481.2,130.1,228.3,280.6
40,FP,127,534.0,448.0,372.0,631.0
40,FP,95,503.0,213.0,78.0,476.0
40,FP,2,580.0,214.0,66.0,475.0
40,FP,53,498.0,447.0,47.0,632.0
41,FN,1,198.0,546.7,238.5,293.4
41,FN,3,485.0,467.6,306.1,349.5
41,FN,4,638.1,328.6,273.0,385.2
41,FN,5,1190.4,601.5,309.9,452.8
41,FN,6,481.2,130.1,228.3,280.6
41,FP,127,544.0,445.0,361.0,634.0
41,FP,95,503.0,214.0,79.0,485.0
41,FP,2,581.0,214.0,93.0,485.0
41,FP,53,501.0,444.0,47.0,635.0
42,FN,1,198.0,546.7,238.5,293.4
42,FN,3,485.0,467.6,306.1,349.5
42,FN,4,638.1,328.6,273.0,385.2
42,FN,5,1190.4,601.5,309.9,452.8
42,FN,6,481.2,130.1,228.3,280.6
42,FP,127,549.0,446.0,357.0,633.0
42,FP,95,502.0,214.0,80.0,481.0
42,FP,2,582.0,215.0,103.0,480.0
42,FP,53,501.0,446.0,49.0,633.0
43,FN,1,198.0,546.7,238.5,293.4
43,FN,3,485.0,467.6,306.1,349.5
43,FN,4,638.1,328.6,273.0,385.2
43,FN,5,1190.4,601.5,309.9,452.8
43,FN,6,481.2,130.1,228.3,280.6
43,FP,127,552.0,444.0,353.0,634.0
43,FP,95,502.0,216.0,80.0,477.0
43,FP,2,582.0,216.0,102.0,477.0
43,FP,53,500.0,444.0,51.0,634.0
43,FP,13,406.0,510.0,130.0,568.0
44,FN,1,198.0,546.7,238.5,293.4
44,FN,3,485.0,467.6,306.1,349.5
44,FN,4,638.1,328.6,273.0,385.2
44,FN,5,1190.4,601.5,309.9,452.8
44,FN,6,481.2,130.1,228.3,280.6
44,FP,127,556.0,442.0,350.0,636.0
44,FP,95,501.0,217.0,79.0,476.0
44,FP,2,580.0,218.0,102.0,475.0
44,FP,53,502.0,442.0,54.0,635.0
44,FP,8,202.0,513.0,210.0,565.0
44,FP,13,412.0,511.0,119.0,567.0
45,FN,1,198.0,546.7,238.5,293.4
45,FN,3,485.0,467.6,306.1,349.5
45,FN,4,638.1,328.6,273.0,385.2
45,FN,6,481.2,130.1,228.3,280.6
45,FP,127,559.0,446.0,346.0,632.0
45,FP,95,501.0,219.0,77.0,469.0
45,FP,2,577.0,219.0,106.0,469.0
45,FP,53,503.0,446.0,55.0,632.0
45,FP,8,203.0,510.0,300.0,550.0
46,FN,1,198.0,546.7,238.5,293.4
46,FN,3,485.0,467.6,306.1,349.5
46,FN,4,638.1,328.6,273.0,385.2
46,FN,6,481.2,130.1,228.3,280.6
46,FP,127,560.0,447.0,347.0,631.0
46,FP,95,499.0,220.0,77.0,462.0
46,FP,2,576.0,220.0,95.0,462.0
46,FP,53,503.0,447.0,57.0,631.0
46,FP,8,206.0,507.0,332.0,546.0
47,FN,1,198.0,546.7,238.5,293.4
47,FN,3,485.0,467.6,306.1,349.5
47,FN,4,638.1,328.6,273.0,385.2
47,FN,6,481.2,130.1,228.3,280.6
47,FP,127,561.0,444.0,339.0,634.0
47,FP,95,500.0,220.0,75.0,438.0
47,FP,2,575.0,220.0,99.0,438.0
47,FP,53,505.0,444.0,55.0,634.0
47,FP,8,214.0,508.0,264.0,563.0
47,FP,13,424.0,508.0,123.0,570.0
48,FN,1,198.0,546.7,238.5,293.4
48,FN,3,485.0,467.6,306.1,349.5
48,FN,4,638.1,328.6,273.0,385.2
48,FN,6,481.2,130.1,228.3,280.6
48,FP,127,557.0,437.0,343.0,641.0
48,FP,95,499.0,219.0,73.0,452.0
48,FP,2,572.0,219.0,109.0,452.0
48,FP,53,506.0,437.0,51.0,641.0
48,FP,8,209.0,509.0,232.0,568.0
48,FP,13,424.0,509.0,124.0,570.0
49,FN,1,198.0,546.7,238.5,293.4
49,FN,3,485.0,467.6,306.1,349.5
49,FN,4,638.1,328.6,273.0,385.2
49,FN,6,481.2,130.1,228.3,280.6
49,FP,127,557.0,436.0,341.0,642.0
49,FP,95,498.0,219.0,74.0,446.0
49,FP,2,572.0,219.0,105.0,446.0
49,FP,53,507.0,436.0,50.0,643.0
49,FP,8,209.0,512.0,219.0,568.0
49,FP,13,422.0,512.0,126.0,567.0
50,FN,3,485.0,467.6,306.1,349.5
50,FN,4,638.1,328.6,273.0,385.2
50,FN,6,481.2,130.1,228.3,280.6
50,FP,127,556.0,435.0,342.0,643.0
50,FP,95,498.0,220.0,75.0,458.0
50,FP,2,572.0,220.0,97.0,457.0
50,FP,53,508.0,435.0,48.0,644.0
50,FP,13,419.0,527.0,128.0,553.0
51,FN,3,485.0,467.6,306.1,349.5
51,FN,4,638.1,328.6,273.0,385.2
51,FN,6,481.2,130.1,228.3,280.6
51,FP,127,555.0,426.0,347.0,651.0
51,FP,95,498.0,219.0,75.0,467.0
51,FP,2,573.0,219.0,98.0,466.0
51,FP,53,502.0,426.0,53.0,652.0
51,FP,13,417.0,538.0,131.0,541.0
52,FN,3,485.0,467.6,306.1,349.5
52,FN,4,638.1,328.6,273.0,385.2
52,FN,6,481.2,130.1,228.3,280.6
52,FP,127,556.0,430.0,347.0,648.0
52,FP,95,498.0,219.0,76.0,464.0
52,FP,2,574.0,220.0,89.0,462.0
52,FP,53,504.0,430.0,52.0,648.0
52,FP,13,419.0,549.0,126.0,529.0
53,FN,1,198.0,546.7,238.5,293.4
53,FN,3,485.0,467.6,306.1,349.5
53,FN,4,638.1,328.6,273.0,385.2
53,FN,6,481.2,130.1,228.3,280.6
53,FP,127,555.0,433.0,352.0,645.0
53,FP,95,500.0,219.0,75.0,450.0
53,FP,2,575.0,219.0,87.0,450.0
53,FP,53,507.0,433.0,48.0,645.0
53,FP,8,218.0,558.0,277.0,520.0
54,FN,1,198.0,546.7,238.5,293.4
54,FN,3,485.0,467.6,306.1,349.5
54,FN,4,638.1,328.6,273.0,385.2
54,FN,6,481.2,130.1,228.3,280.6
54,FP,127,551.0,423.0,358.0,654.0
54,FP,95,501.0,216.0,76.0,446.0
54,FP,2,577.0,216.0,94.0,446.0
54,FP,53,505.0,423.0,46.0,654.0
55,FN,1,198.0,546.7,238.5,293.4
55,FN,3,485.0,467.6,306.1,349.5
55,FN,4,638.1,328.6,273.0,385.2
55,FN,5,1190.4,601.5,309.9,452.8
55,FN,6,481.2,130.1,228.3,280.6
55,FP,127,525.0,428.0,385.0,651.0
55,FP,95,502.0,210.0,77.0,454.0
55,FP,2,579.0,210.0,89.0,454.0
56,FN,1,198.0,546.7,238.5,293.4
56,FN,3,485.0,467.6,306.1,349.5
56,FN,4,638.1,328.6,273.0,385.2
56,FN,5,1190.4,601.5,309.9,452.8
56,FN,6,481.2,130.1,228.3,280.6
56,FP,127,515.0,433.0,397.0,646.0
56,FP,95,502.0,197.0,81.0,479.0
56,FP,2,583.0,197.0,69.0,479.0
57,FN,1,198.0,546.7,238.5,293.4
57,FN,3,485.0,467.6,306.1,349.5
57,FN,4,638.1,328.6,273.0,385.2
57,FN,5,1190.4,601.5,309.9,452.8
57,FN,6,481.2,130.1,228.3,280.6
57,FN,2,393.2,757.7,377.6,311.2
57,FP,127,512.0,432.0,400.0,647.0
57,FP,95,501.0,183.0,83.0,500.0
57,FP,2,584.0,183.0,61.0,500.0
57,FP,1,643.0,179.0,51.0,507.0
58,FN,1,198.0,546.7,238.5,293.4
58,FN,3,485.0,467.6,306.1,349.5
58,FN,5,1190.4,601.5,309.9,452.8
58,FN,6,481.2,130.1,228.3,280.6
58,FN,4,620.2,303.6,267.9,450.3
58,FN,2,365.1,829.1,390.3,239.8
58,FP,127,510.0,429.0,402.0,650.0
58,FP,95,501.0,166.0,83.0,489.0
58,FP,2,584.0,166.0,58.0,489.0
58,FP,1,642.0,163.0,53.0,487.0
59,FN,1,198.0,546.7,238.5,293.4
59,FN,3,485.0,467.6,306.1,349.5
59,FN,5,1190.4,601.5,309.9,452.8
59,FN,6,481.2,130.1,228.3,280.6
59,FN,4,620.2,303.6,267.9,450.3
59,FN,2,365.1,829.1,390.3,239.8
59,FP,127,510.0,431.0,403.0,647.0
59,FP,95,502.0,154.0,82.0,486.0
59,FP,2,584.0,154.0,58.0,486.0
59,FP,1,643.0,151.0,52.0,482.0
60,FN,1,198.0,546.7,238.5,293.4
60,FN,3,485.0,467.6,306.1,349.5
60,FN,5,1190.4,601.5,309.9,452.8
60,FN,6,481.2,130.1,228.3,280.6
60,FN,4,620.2,303.6,267.9,450.3
60,FN,2,365.1,829.1,390.3,239.8
60,FP,127,509.0,433.0,402.0,646.0
60,FP,95,504.0,148.0,82.0,489.0
60,FP,2,586.0,148.0,58.0,489.0
60,FP,1,645.0,147.0,50.0,486.0
61,FN,1,198.0,546.7,238.5,293.4
61,FN,3,485.0,467.6,306.1,349.5
61,FN,5,1190.4,601.5,309.9,452.8
61,FN,6,481.2,130.1,228.3,280.6
61,FN,4,620.2,303.6,267.9,450.3
61,FN,2,365.1,829.1,390.3,239.8
61,FP,127,509.0,433.0,400.0,646.0
61,FP,95,505.0,146.0,82.0,489.0
61,FP,2,587.0,146.0,57.0,489.0
61,FP,1,645.0,145.0,50.0,486.0
62,FN,1,198.0,546.7,238.5,293.4
62,FN,3,485.0,467.6,306.1,349.5
62,FN,5,1190.4,601.5,309.9,452.8
62,FN,6,481.2,130.1,228.3,280.6
62,FN,4,620.2,303.6,267.9,450.3
62,FN,2,365.1,829.1,390.3,239.8
62,FP,127,509.0,433.0,403.0,646.0
62,FP,95,507.0,146.0,81.0,483.0
62,FP,2,588.0,146.0,58.0,483.0
62,FP,1,646.0,146.0,50.0,480.0
63,FN,1,198.0,546.7,238.5,293.4
63,FN,3,485.0,467.6,306.1,349.5
63,FN,5,1190.4,601.5,309.9,452.8
63,FN,6,481.2,130.1,228.3,280.6
63,FN,4,620.2,303.6,267.9,450.3
63,FN,2,365.1,829.1,390.3,239.8
63,FP,127,508.0,433.0,403.0,646.0
63,FP,95,508.0,145.0,81.0,501.0
63,FP,2,589.0,145.0,58.0,501.0
63,FP,1,647.0,145.0,49.0,499.0
64,FN,1,198.0,546.7,238.5,293.4
64,FN,3,485.0,467.6,306.1,349.5
64,FN,5,1190.4,601.5,309.9,452.8
64,FN,6,481.2,130.1,228.3,280.6
64,FN,4,620.2,303.6,267.9,450.3
64,FN,2,365.1,829.1,390.3,239.8
64,FP,127,510.0,430.0,367.0,649.0
64,FP,95,508.0,140.0,82.0,504.0
64,FP,2,590.0,140.0,58.0,504.0
64,FP,1,648.0,140.0,51.0,502.0
65,FN,1,198.0,546.7,238.5,293.4
65,FN,3,485.0,467.6,306.1,349.5
65,FN,5,1190.4,601.5,309.9,452.8
65,FN,6,481.2,130.1,228.3,280.6
65,FN,4,620.2,303.6,267.9,450.3
65,FN,2,365.1,829.1,390.3,239.8
65,FP,127,510.0,432.0,386.0,647.0
65,FP,95,507.0,133.0,84.0,508.0
65,FP,2,591.0,133.0,55.0,508.0
65,FP,1,647.0,133.0,57.0,507.0
66,FN,1,198.0,546.7,238.5,293.4
66,FN,3,485.0,467.6,306.1,349.5
66,FN,5,1190.4,601.5,309.9,452.8
66,FN,6,481.2,130.1,228.3,280.6
66,FN,4,620.2,303.6,267.9,450.3
66,FN,2,365.1,829.1,390.3,239.8
66,FP,127,504.0,434.0,403.0,645.0
66,FP,95,509.0,126.0,81.0,486.0
66,FP,2,590.0,126.0,54.0,486.0
66,FP,1,645.0,126.0,65.0,485.0
67,FN,1,198.0,546.7,238.5,293.4
67,FN,3,485.0,467.6,306.1,349.5
67,FN,5,1190.4,601.5,309.9,452.8
67,FN,6,481.2,130.1,228.3,280.6
67,FN,4,620.2,303.6,267.9,450.3
67,FN,2,365.1,829.1,390.3,239.8
67,FP,127,500.0,421.0,358.0,657.0
67,FP,95,510.0,119.0,77.0,514.0
67,FP,2,587.0,119.0,53.0,514.0
67,FP,1,641.0,119.0,74.0,513.0
68,FN,1,198.0,546.7,238.5,293.4
68,FN,3,485.0,467.6,306.1,349.5
68,FN,5,1190.4,601.5,309.9,452.8
68,FN,6,481.2,130.1,228.3,280.6
68,FN,4,620.2,303.6,267.9,450.3
68,FN,2,365.1,829.1,390.3,239.8
68,FP,127,492.0,428.0,332.0,651.0
68,FP,95,504.0,111.0,81.0,541.0
68,FP,2,585.0,111.0,55.0,541.0
68,FP,1,641.0,111.0,78.0,541.0
69,FN,1,198.0,546.7,238.5,293.4
69,FN,3,485.0,467.6,306.1,349.5
69,FN,5,1190.4,601.5,309.9,452.8
69,FN,6,481.2,130.1,228.3,280.6
69,FN,4,620.2,303.6,267.9,450.3
69,FN,2,365.1,829.1,390.3,239.8
69,FP,127,481.0,438.0,342.0,641.0
69,FP,95,492.0,107.0,90.0,555.0
69,FP,2,582.0,107.0,60.0,555.0
69,FP,1,642.0,107.0,80.0,555.0
